Voucher_No,Date,Account_Head,Party_Name,Debit_Amount,Credit_Amount,Narration,Cost_Center,Created_By
MFG/24-25/511293,2024-11-05 12:22:00,Dyeing & Printing Charges,Surat Textiles Hub Pvt Ltd,2379.78,0.0,Bill passing for dyeing & printing charges against PO ref #1747,Stitching Unit 1,works_mgr_patel
MFG/24-25/523789,2024-12-01 15:26:00,Sub-contracting Fabrication,Balaji Job Workers Ltd,89005.06,0.0,Bill passing for sub-contracting fabrication against PO ref #8751,Finishing & Packaging,works_mgr_patel
MFG/24-25/512414,2025-03-11 15:35:00,Dyeing & Printing Charges,Tirupur Spinning Mills,1272.32,0.0,Bill passing for dyeing & printing charges against PO ref #2078,Export Division,accts_suresh
MFG/24-25/DUP-800665,2024-10-10 15:44:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,302344.97,0.0,Purchase bill passed against invoice ref INV-SURAT-8332 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/505612,2024-07-27 10:21:00,Sub-contracting Fabrication,Royal Industrial Spares,9930.43,0.0,Bill passing for sub-contracting fabrication against PO ref #7196,Spinning Unit,accts_manish
MFG/24-25/EST-702886,2025-01-25 11:18:00,Machinery Repairs & Spares,Sub-contractor X (Unverified),929070.0,0.0,Estimated invoice booking ref #EST-92907,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/515023,2025-01-19 12:07:00,Packing & Trims Purchase,Vardhman Yarns & Threads,76885.05,0.0,Bill passing for packing & trims purchase against PO ref #2877,Finishing & Packaging,finance_head
MFG/24-25/525534,2024-06-24 13:36:00,Direct Factory Wages,Vardhman Yarns & Threads,3334.7,0.0,Bill passing for direct factory wages against PO ref #4832,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/SPL-600405,2024-10-20 15:04:00,Direct Factory Wages,Balaji Job Workers Ltd,48442.24,0.0,Job work voucher below limit clearance - Batch #894,Stitching Unit 2,accts_manish
MFG/24-25/524541,2024-04-28 15:14:00,Dyeing & Printing Charges,Vardhman Yarns & Threads,4461.35,0.0,Bill passing for dyeing & printing charges against PO ref #3060,Stitching Unit 2,sr_accountant_gupta
MFG/24-25/506218,2024-04-22 19:00:00,Sub-contracting Fabrication,Global Freight Forwarders,6620.15,0.0,Bill passing for sub-contracting fabrication against PO ref #2117,Export Division,accts_suresh
MFG/24-25/504126,2025-03-31 18:05:00,Finished Goods Domestic Sales,Trends Retail India,0.0,352530.66,Bill passing for finished goods domestic sales against PO ref #2285,Stitching Unit 2,sr_accountant_gupta
MFG/24-25/526056,2024-09-14 18:01:00,Raw Material - Grey Fabric,Tirupur Spinning Mills,62908.11,0.0,Bill passing for raw material - grey fabric against PO ref #3011,Spinning Unit,sr_accountant_gupta
MFG/24-25/SPL-601568,2024-07-02 14:52:00,Embroidery & Job Work Charges,Balaji Job Workers Ltd,49330.95,0.0,Job work voucher below limit clearance - Batch #351,Stitching Unit 2,accts_manish
MFG/24-25/504073,2024-10-26 09:43:00,Direct Factory Wages,K-Tex Processing Mills,13001.92,0.0,Bill passing for direct factory wages against PO ref #4206,Weaving Dept,accts_manish
MFG/24-25/511827,2025-02-08 10:08:00,Packing & Trims Purchase,Balaji Job Workers Ltd,17826.46,0.0,Bill passing for packing & trims purchase against PO ref #9735,Weaving Dept,sr_accountant_gupta
MFG/24-25/521015,2024-10-03 11:40:00,Raw Material - Cotton Yarn,Modern Trims & Labels,7439.37,0.0,Bill passing for raw material - cotton yarn against PO ref #5188,Export Division,sr_accountant_gupta
MFG/24-25/514017,2024-08-30 09:11:00,Raw Material - Cotton Yarn,Modern Trims & Labels,649.43,0.0,Bill passing for raw material - cotton yarn against PO ref #4113,Stitching Unit 2,works_mgr_patel
MFG/24-25/521474,2024-11-01 18:27:00,Raw Material - Cotton Yarn,Royal Industrial Spares,925.77,0.0,Bill passing for raw material - cotton yarn against PO ref #7229,Stitching Unit 2,accts_manish
MFG/24-25/SPL-600143,2024-09-29 11:57:00,Embroidery & Job Work Charges,Shree Ganesh Embroidery,49066.83,0.0,Job work voucher below limit clearance - Batch #753,Stitching Unit 1,accts_manish
MFG/24-25/519929,2024-12-31 17:05:00,Direct Factory Wages,Apex Button & Zippers,2596.37,0.0,Bill passing for direct factory wages against PO ref #1739,Dyeing & Wet Processing,accts_manish
MFG/24-25/523632,2024-08-06 15:15:00,Sub-contracting Fabrication,Apex Button & Zippers,18312.52,0.0,Bill passing for sub-contracting fabrication against PO ref #2068,Stitching Unit 1,works_mgr_patel
MFG/24-25/520591,2024-07-27 13:05:00,Embroidery & Job Work Charges,Star Export Logistics,23383.63,0.0,Bill passing for embroidery & job work charges against PO ref #6873,Dyeing & Wet Processing,accts_manish
MFG/24-25/507683,2024-05-31 10:06:00,Export Sales (Apparel),Lifestyle Garments Ltd,0.0,105145.06,Bill passing for export sales (apparel) against PO ref #3631,Stitching Unit 1,works_mgr_patel
MFG/24-25/524248,2024-12-25 09:02:00,Raw Material - Cotton Yarn,K-Tex Processing Mills,8369.68,0.0,Bill passing for raw material - cotton yarn against PO ref #7134,Stitching Unit 1,accts_suresh
MFG/24-25/517728,2024-04-09 16:51:00,Raw Material - Grey Fabric,Om Sai Labour Contractors,2215.3,0.0,Bill passing for raw material - grey fabric against PO ref #6547,Finishing & Packaging,works_mgr_patel
MFG/24-25/525737,2025-03-28 13:18:00,Dyeing & Printing Charges,SuperTech Boiler Solutions,31834.51,0.0,Bill passing for dyeing & printing charges against PO ref #9201,Stitching Unit 2,finance_head
MFG/24-25/511969,2024-08-10 14:58:00,Finished Goods Domestic Sales,Lifestyle Garments Ltd,0.0,17565.94,Bill passing for finished goods domestic sales against PO ref #3030,Stitching Unit 2,accts_suresh
MFG/24-25/507208,2024-04-28 15:23:00,Packing & Trims Purchase,Surat Textiles Hub Pvt Ltd,9153.46,0.0,Bill passing for packing & trims purchase against PO ref #2344,Export Division,accts_suresh
MFG/24-25/522595,2024-12-11 09:04:00,Embroidery & Job Work Charges,Om Sai Labour Contractors,2764.14,0.0,Bill passing for embroidery & job work charges against PO ref #8740,Stitching Unit 2,works_mgr_patel
MFG/24-25/SPL-602900,2024-11-16 17:35:00,Direct Factory Wages,Om Sai Labour Contractors,48649.77,0.0,Job work voucher below limit clearance - Batch #238,Stitching Unit 1,accts_manish
MFG/24-25/DUP-801670,2024-11-15 12:41:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,400151.08,0.0,Purchase bill passed against invoice ref INV-SURAT-8834 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/SPL-604021,2025-01-19 12:17:00,Direct Factory Wages,Om Sai Labour Contractors,49143.91,0.0,Job work voucher below limit clearance - Batch #591,Stitching Unit 2,accts_manish
MFG/24-25/EST-700509,2024-12-01 12:21:00,Machinery Repairs & Spares,Zenith Dyeing & Processing,958120.0,0.0,Estimated invoice booking ref #EST-95812,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/515850,2024-10-23 18:00:00,Raw Material - Grey Fabric,Global Freight Forwarders,2633.68,0.0,Bill passing for raw material - grey fabric against PO ref #6318,Spinning Unit,sr_accountant_gupta
MFG/24-25/511166,2024-04-20 09:37:00,Boiler Fuel & Power Costs,Om Sai Labour Contractors,19210.15,0.0,Bill passing for boiler fuel & power costs against PO ref #8537,Weaving Dept,sr_accountant_gupta
MFG/24-25/510737,2024-05-02 09:53:00,Raw Material - Cotton Yarn,SuperTech Boiler Solutions,72598.47,0.0,Bill passing for raw material - cotton yarn against PO ref #1005,Stitching Unit 1,accts_manish
MFG/24-25/SPL-602903,2024-12-08 11:14:00,Sub-contracting Fabrication,Apex Button & Zippers,49851.64,0.0,Job work voucher below limit clearance - Batch #696,Stitching Unit 2,accts_manish
MFG/24-25/506237,2025-01-16 11:45:00,Raw Material - Grey Fabric,Om Sai Labour Contractors,32204.02,0.0,Bill passing for raw material - grey fabric against PO ref #3251,Export Division,sr_accountant_gupta
MFG/24-25/503257,2024-04-08 10:01:00,Raw Material - Cotton Yarn,K-Tex Processing Mills,14011.04,0.0,Bill passing for raw material - cotton yarn against PO ref #5658,Weaving Dept,works_mgr_patel
MFG/24-25/515269,2024-11-16 19:29:00,Finished Goods Domestic Sales,Euro Fashion Brands,0.0,14520.68,Bill passing for finished goods domestic sales against PO ref #8763,Stitching Unit 1,works_mgr_patel
MFG/24-25/526119,2024-05-19 09:50:00,Embroidery & Job Work Charges,Royal Industrial Spares,1664.21,0.0,Bill passing for embroidery & job work charges against PO ref #3930,Stitching Unit 1,finance_head
MFG/24-25/523127,2024-10-17 14:40:00,Export Sales (Apparel),Euro Fashion Brands,0.0,34268.27,Bill passing for export sales (apparel) against PO ref #3487,Weaving Dept,accts_suresh
MFG/24-25/EST-702178,2024-12-13 16:06:00,Dyeing & Printing Charges,Royal Industrial Spares,720390.0,0.0,Estimated invoice booking ref #EST-72039,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/505635,2024-09-20 14:10:00,Factory Security & Compliance,Royal Industrial Spares,55774.85,0.0,Bill passing for factory security & compliance against PO ref #8253,Export Division,accts_manish
MFG/24-25/501874,2024-05-10 17:58:00,Embroidery & Job Work Charges,Star Export Logistics,46029.66,0.0,Bill passing for embroidery & job work charges against PO ref #6718,Weaving Dept,accts_suresh
MFG/24-25/SPL-602497,2024-09-17 10:44:00,Sub-contracting Fabrication,Shree Ganesh Embroidery,48845.37,0.0,Job work voucher below limit clearance - Batch #214,Stitching Unit 1,accts_manish
MFG/24-25/EST-700718,2025-02-18 11:58:00,Dyeing & Printing Charges,Royal Industrial Spares,762110.0,0.0,Estimated invoice booking ref #EST-76211,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/509279,2024-10-24 12:11:00,Factory Security & Compliance,SuperTech Boiler Solutions,8026.9,0.0,Bill passing for factory security & compliance against PO ref #9454,Finishing & Packaging,sr_accountant_gupta
MFG/24-25/501570,2025-02-20 18:39:00,Export Sales (Apparel),Euro Fashion Brands,0.0,500.0,Bill passing for export sales (apparel) against PO ref #5409,Finishing & Packaging,sr_accountant_gupta
MFG/24-25/525784,2024-04-04 18:17:00,Embroidery & Job Work Charges,Royal Industrial Spares,214384.12,0.0,Bill passing for embroidery & job work charges against PO ref #2140,Finishing & Packaging,sr_accountant_gupta
MFG/24-25/SPL-602784,2024-11-10 17:40:00,Sub-contracting Fabrication,Apex Button & Zippers,48645.18,0.0,Job work voucher below limit clearance - Batch #641,Stitching Unit 1,accts_manish
MFG/24-25/SPL-601781,2025-01-21 16:39:00,Embroidery & Job Work Charges,Shree Ganesh Embroidery,49462.14,0.0,Job work voucher below limit clearance - Batch #744,Stitching Unit 2,accts_manish
MFG/24-25/510342,2024-11-27 14:17:00,Dyeing & Printing Charges,Shree Ganesh Embroidery,6002.87,0.0,Bill passing for dyeing & printing charges against PO ref #3360,Stitching Unit 1,finance_head
MFG/24-25/505339,2024-09-24 19:27:00,Export Sales (Apparel),Lifestyle Garments Ltd,0.0,6410.98,Bill passing for export sales (apparel) against PO ref #3532,Stitching Unit 2,sr_accountant_gupta
MFG/24-25/515894,2024-08-20 19:15:00,Export Sales (Apparel),Trends Retail India,0.0,74489.21,Bill passing for export sales (apparel) against PO ref #7143,Weaving Dept,accts_suresh
MFG/24-25/503293,2025-02-10 10:41:00,Factory Security & Compliance,Surat Textiles Hub Pvt Ltd,12302.86,0.0,Bill passing for factory security & compliance against PO ref #4596,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/503968,2024-10-08 16:30:00,Packing & Trims Purchase,Star Export Logistics,2139.04,0.0,Bill passing for packing & trims purchase against PO ref #1776,Stitching Unit 2,finance_head
MFG/24-25/504061,2024-06-17 11:06:00,Embroidery & Job Work Charges,Vardhman Yarns & Threads,2246.03,0.0,Bill passing for embroidery & job work charges against PO ref #9003,Weaving Dept,accts_suresh
MFG/24-25/EST-702413,2024-08-31 18:06:00,Machinery Repairs & Spares,Zenith Dyeing & Processing,910440.0,0.0,Estimated invoice booking ref #EST-91044,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/DUP-801694,2024-12-12 13:15:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,313115.04,0.0,Purchase bill passed against invoice ref INV-SURAT-8846 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/511781,2024-07-16 13:18:00,Direct Factory Wages,Shree Ganesh Embroidery,29975.04,0.0,Bill passing for direct factory wages against PO ref #6978,Dyeing & Wet Processing,finance_head
MFG/24-25/EST-701023,2024-04-02 12:53:00,Machinery Repairs & Spares,Royal Industrial Spares,952130.0,0.0,Estimated invoice booking ref #EST-95213,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/511880,2025-02-24 13:59:00,Finished Goods Domestic Sales,Trends Retail India,0.0,509693.59,Bill passing for finished goods domestic sales against PO ref #8153,Stitching Unit 1,finance_head
MFG/24-25/520527,2024-06-25 09:56:00,Raw Material - Cotton Yarn,Apex Button & Zippers,2665.84,0.0,Bill passing for raw material - cotton yarn against PO ref #8267,Dyeing & Wet Processing,sr_accountant_gupta
MFG/24-25/509842,2024-08-09 17:48:00,Machinery Repairs & Spares,Zenith Dyeing & Processing,17190.96,0.0,Bill passing for machinery repairs & spares against PO ref #3070,Export Division,accts_suresh
MFG/24-25/DUP-800582,2024-04-24 12:31:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,316665.12,0.0,Purchase bill passed against invoice ref INV-SURAT-8290 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/514602,2024-12-07 15:37:00,Raw Material - Cotton Yarn,Surat Textiles Hub Pvt Ltd,5012.59,0.0,Bill passing for raw material - cotton yarn against PO ref #8984,Stitching Unit 1,accts_suresh
MFG/24-25/514823,2025-01-22 14:56:00,Raw Material - Grey Fabric,Balaji Job Workers Ltd,99097.98,0.0,Bill passing for raw material - grey fabric against PO ref #7754,Dyeing & Wet Processing,accts_manish
MFG/24-25/506691,2024-10-27 16:34:00,Sample Development Expenses,Royal Industrial Spares,6684.79,0.0,Bill passing for sample development expenses against PO ref #1003,Stitching Unit 2,finance_head
MFG/24-25/504230,2024-10-16 15:59:00,Export Sales (Apparel),Euro Fashion Brands,0.0,6766.83,Bill passing for export sales (apparel) against PO ref #1637,Weaving Dept,accts_manish
MFG/24-25/510135,2024-05-29 10:45:00,Export Sales (Apparel),Euro Fashion Brands,0.0,15063.97,Bill passing for export sales (apparel) against PO ref #7546,Export Division,accts_manish
MFG/24-25/514833,2024-04-10 17:53:00,Raw Material - Grey Fabric,Balaji Job Workers Ltd,123652.28,0.0,Bill passing for raw material - grey fabric against PO ref #9930,Stitching Unit 1,accts_suresh
MFG/24-25/509547,2024-05-01 10:08:00,Raw Material - Cotton Yarn,Royal Industrial Spares,70157.64,0.0,Bill passing for raw material - cotton yarn against PO ref #5766,Stitching Unit 2,accts_manish
MFG/24-25/DUP-801021,2025-02-16 15:44:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,199696.35,0.0,Purchase bill passed against invoice ref INV-SURAT-8510 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/DUP-800805,2024-12-14 17:23:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,234623.17,0.0,Purchase bill passed against invoice ref INV-SURAT-8402 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/506622,2024-06-03 13:40:00,Raw Material - Grey Fabric,Royal Industrial Spares,9656.53,0.0,Bill passing for raw material - grey fabric against PO ref #7704,Export Division,works_mgr_patel
MFG/24-25/521920,2024-12-01 18:06:00,Export Freight & Clearing,Zenith Dyeing & Processing,3250.12,0.0,Bill passing for export freight & clearing against PO ref #1085,Weaving Dept,sr_accountant_gupta
MFG/24-25/514796,2024-04-16 18:23:00,Embroidery & Job Work Charges,Tirupur Spinning Mills,15862.53,0.0,Bill passing for embroidery & job work charges against PO ref #9135,Finishing & Packaging,accts_manish
MFG/24-25/SPL-601248,2024-12-23 16:28:00,Embroidery & Job Work Charges,Om Sai Labour Contractors,48238.39,0.0,Job work voucher below limit clearance - Batch #355,Stitching Unit 2,accts_manish
MFG/24-25/510537,2024-11-11 18:31:00,Dyeing & Printing Charges,Surat Textiles Hub Pvt Ltd,18151.43,0.0,Bill passing for dyeing & printing charges against PO ref #2851,Export Division,works_mgr_patel
MFG/24-25/516123,2024-12-24 09:15:00,Dyeing & Printing Charges,Tirupur Spinning Mills,38304.27,0.0,Bill passing for dyeing & printing charges against PO ref #7569,Export Division,accts_manish
MFG/24-25/518893,2024-09-14 12:00:00,Export Freight & Clearing,Surat Textiles Hub Pvt Ltd,3600.89,0.0,Bill passing for export freight & clearing against PO ref #4066,Dyeing & Wet Processing,finance_head
MFG/24-25/510933,2025-01-10 12:31:00,Finished Goods Domestic Sales,Euro Fashion Brands,0.0,9819.5,Bill passing for finished goods domestic sales against PO ref #8625,Export Division,finance_head
MFG/24-25/DUP-801703,2024-04-13 15:07:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,446392.44,0.0,Purchase bill passed against invoice ref INV-SURAT-8851 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/518846,2024-05-06 10:03:00,Finished Goods Domestic Sales,Lifestyle Garments Ltd,0.0,2134.39,Bill passing for finished goods domestic sales against PO ref #6501,Stitching Unit 2,works_mgr_patel
MFG/24-25/DUP-801889,2025-03-08 14:53:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,184320.14,0.0,Purchase bill passed against invoice ref INV-SURAT-8944 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/503744,2024-08-13 09:53:00,Export Sales (Apparel),Overseas Buyer Corp (USA),0.0,10278.19,Bill passing for export sales (apparel) against PO ref #6543,Stitching Unit 1,finance_head
MFG/24-25/509424,2024-04-06 09:00:00,Export Sales (Apparel),Overseas Buyer Corp (USA),0.0,71334.61,Bill passing for export sales (apparel) against PO ref #9211,Spinning Unit,finance_head
MFG/24-25/DUP-801503,2024-07-02 16:59:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,340340.31,0.0,Purchase bill passed against invoice ref INV-SURAT-8751 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/514783,2024-05-05 12:09:00,Machinery Repairs & Spares,Royal Industrial Spares,5252.5,0.0,Bill passing for machinery repairs & spares against PO ref #5838,Spinning Unit,finance_head
MFG/24-25/521048,2024-06-08 12:29:00,Embroidery & Job Work Charges,Zenith Dyeing & Processing,8373.43,0.0,Bill passing for embroidery & job work charges against PO ref #3269,Spinning Unit,sr_accountant_gupta
MFG/24-25/SPL-604134,2024-12-25 15:12:00,Sub-contracting Fabrication,Balaji Job Workers Ltd,49336.47,0.0,Job work voucher below limit clearance - Batch #287,Stitching Unit 2,accts_manish
MFG/24-25/SPL-602825,2024-06-12 11:46:00,Sub-contracting Fabrication,Om Sai Labour Contractors,48200.75,0.0,Job work voucher below limit clearance - Batch #895,Stitching Unit 1,accts_manish
MFG/24-25/524629,2024-04-16 19:43:00,Sub-contracting Fabrication,Om Sai Labour Contractors,16414.33,0.0,Bill passing for sub-contracting fabrication against PO ref #9701,Dyeing & Wet Processing,accts_suresh
MFG/24-25/508366,2024-04-03 15:49:00,Embroidery & Job Work Charges,Apex Button & Zippers,972480.8,0.0,Bill passing for embroidery & job work charges against PO ref #4532,Stitching Unit 1,finance_head
MFG/24-25/521694,2024-06-27 16:55:00,Machinery Repairs & Spares,K-Tex Processing Mills,6317.44,0.0,Bill passing for machinery repairs & spares against PO ref #8422,Stitching Unit 1,accts_manish
MFG/24-25/SPL-601176,2024-10-07 14:20:00,Direct Factory Wages,Om Sai Labour Contractors,48839.22,0.0,Job work voucher below limit clearance - Batch #746,Stitching Unit 2,accts_manish
MFG/24-25/505004,2025-01-22 11:55:00,Raw Material - Grey Fabric,Apex Button & Zippers,4303.37,0.0,Bill passing for raw material - grey fabric against PO ref #5834,Weaving Dept,accts_suresh
MFG/24-25/503374,2024-12-21 18:07:00,Raw Material - Grey Fabric,Royal Industrial Spares,4852.56,0.0,Bill passing for raw material - grey fabric against PO ref #6060,Weaving Dept,finance_head
MFG/24-25/505566,2024-08-31 11:31:00,Factory Security & Compliance,Star Export Logistics,21765.46,0.0,Bill passing for factory security & compliance against PO ref #5018,Export Division,accts_suresh
MFG/24-25/507262,2025-01-23 13:51:00,Boiler Fuel & Power Costs,Balaji Job Workers Ltd,2325.99,0.0,Bill passing for boiler fuel & power costs against PO ref #6420,Spinning Unit,accts_manish
MFG/24-25/504051,2024-12-22 13:33:00,Embroidery & Job Work Charges,Zenith Dyeing & Processing,30293.42,0.0,Bill passing for embroidery & job work charges against PO ref #3532,Spinning Unit,works_mgr_patel
MFG/24-25/502373,2024-12-23 16:04:00,Finished Goods Domestic Sales,Euro Fashion Brands,0.0,279001.33,Bill passing for finished goods domestic sales against PO ref #5927,Finishing & Packaging,works_mgr_patel
MFG/24-25/510064,2024-12-16 19:44:00,Direct Factory Wages,Modern Trims & Labels,4561.84,0.0,Bill passing for direct factory wages against PO ref #6318,Stitching Unit 1,accts_manish
MFG/24-25/501967,2024-06-24 17:01:00,Dyeing & Printing Charges,Apex Button & Zippers,224041.24,0.0,Bill passing for dyeing & printing charges against PO ref #2045,Stitching Unit 2,accts_suresh
MFG/24-25/516628,2024-11-09 15:28:00,Packing & Trims Purchase,Royal Industrial Spares,11131.09,0.0,Bill passing for packing & trims purchase against PO ref #5966,Stitching Unit 1,accts_suresh
MFG/24-25/501328,2025-01-02 13:50:00,Packing & Trims Purchase,Global Freight Forwarders,24384.5,0.0,Bill passing for packing & trims purchase against PO ref #7985,Spinning Unit,accts_manish
MFG/24-25/522798,2024-08-23 14:51:00,Raw Material - Cotton Yarn,Surat Textiles Hub Pvt Ltd,17752.11,0.0,Bill passing for raw material - cotton yarn against PO ref #3626,Dyeing & Wet Processing,finance_head
MFG/24-25/516978,2024-12-02 19:33:00,Finished Goods Domestic Sales,Euro Fashion Brands,0.0,3363.48,Bill passing for finished goods domestic sales against PO ref #9262,Finishing & Packaging,works_mgr_patel
MFG/24-25/EST-700325,2024-11-24 10:36:00,Machinery Repairs & Spares,Royal Industrial Spares,89782.0,0.0,Estimated invoice booking ref #EST-89782,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/SPL-601451,2024-09-13 11:13:00,Sub-contracting Fabrication,Apex Button & Zippers,49871.53,0.0,Job work voucher below limit clearance - Batch #520,Stitching Unit 1,accts_manish
MFG/24-25/DUP-800843,2024-04-04 14:29:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,227285.63,0.0,Purchase bill passed against invoice ref INV-SURAT-8421 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/500686,2025-02-25 18:33:00,Embroidery & Job Work Charges,Vardhman Yarns & Threads,7368.8,0.0,Bill passing for embroidery & job work charges against PO ref #7925,Stitching Unit 1,accts_manish
MFG/24-25/SPL-601000,2024-10-09 12:09:00,Sub-contracting Fabrication,Apex Button & Zippers,49334.44,0.0,Job work voucher below limit clearance - Batch #359,Stitching Unit 1,accts_manish
MFG/24-25/525145,2024-11-25 13:35:00,Embroidery & Job Work Charges,Om Sai Labour Contractors,7320.39,0.0,Bill passing for embroidery & job work charges against PO ref #7565,Dyeing & Wet Processing,finance_head
MFG/24-25/521383,2024-10-01 19:25:00,Factory Security & Compliance,Zenith Dyeing & Processing,13138.28,0.0,Bill passing for factory security & compliance against PO ref #5933,Export Division,accts_manish
MFG/24-25/521827,2024-12-01 16:40:00,Export Freight & Clearing,Royal Industrial Spares,4195.87,0.0,Bill passing for export freight & clearing against PO ref #8735,Weaving Dept,accts_suresh
MFG/24-25/515652,2024-05-26 19:49:00,Packing & Trims Purchase,Om Sai Labour Contractors,2686.79,0.0,Bill passing for packing & trims purchase against PO ref #5292,Spinning Unit,accts_suresh
MFG/24-25/505760,2024-04-30 17:20:00,Finished Goods Domestic Sales,Euro Fashion Brands,0.0,17674.66,Bill passing for finished goods domestic sales against PO ref #4763,Dyeing & Wet Processing,accts_suresh
MFG/24-25/524930,2024-10-07 18:18:00,Boiler Fuel & Power Costs,K-Tex Processing Mills,168310.85,0.0,Bill passing for boiler fuel & power costs against PO ref #1796,Stitching Unit 2,accts_suresh
MFG/24-25/EST-700713,2025-03-12 10:07:00,Machinery Repairs & Spares,Sub-contractor X (Unverified),850950.0,0.0,Estimated invoice booking ref #EST-85095,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/513956,2024-09-01 11:47:00,Export Sales (Apparel),Trends Retail India,0.0,16712.61,Bill passing for export sales (apparel) against PO ref #5850,Spinning Unit,accts_suresh
MFG/24-25/523966,2024-04-19 14:39:00,Direct Factory Wages,Shree Ganesh Embroidery,1466.89,0.0,Bill passing for direct factory wages against PO ref #9964,Finishing & Packaging,accts_manish
MFG/24-25/511708,2025-02-13 19:44:00,Embroidery & Job Work Charges,Star Export Logistics,8825.95,0.0,Bill passing for embroidery & job work charges against PO ref #1167,Dyeing & Wet Processing,finance_head
MFG/24-25/511735,2024-10-24 16:30:00,Raw Material - Grey Fabric,K-Tex Processing Mills,16333.54,0.0,Bill passing for raw material - grey fabric against PO ref #7893,Weaving Dept,sr_accountant_gupta
MFG/24-25/512117,2025-01-15 15:33:00,Packing & Trims Purchase,Apex Button & Zippers,6736.83,0.0,Bill passing for packing & trims purchase against PO ref #6390,Stitching Unit 2,sr_accountant_gupta
MFG/24-25/EST-701118,2024-10-31 11:39:00,Machinery Repairs & Spares,Zenith Dyeing & Processing,99466.0,0.0,Estimated invoice booking ref #EST-99466,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/SPL-603101,2025-02-07 11:37:00,Embroidery & Job Work Charges,Balaji Job Workers Ltd,48469.72,0.0,Job work voucher below limit clearance - Batch #217,Stitching Unit 2,accts_manish
MFG/24-25/508524,2025-03-27 13:43:00,Export Sales (Apparel),Lifestyle Garments Ltd,0.0,30593.77,Bill passing for export sales (apparel) against PO ref #5101,Stitching Unit 2,accts_suresh
MFG/24-25/502378,2025-03-09 14:28:00,Packing & Trims Purchase,Modern Trims & Labels,11604.03,0.0,Bill passing for packing & trims purchase against PO ref #6151,Finishing & Packaging,accts_suresh
MFG/24-25/513759,2025-01-21 18:23:00,Boiler Fuel & Power Costs,Balaji Job Workers Ltd,7773.77,0.0,Bill passing for boiler fuel & power costs against PO ref #2544,Spinning Unit,finance_head
MFG/24-25/525203,2024-09-10 18:22:00,Raw Material - Cotton Yarn,Shree Ganesh Embroidery,15237.2,0.0,Bill passing for raw material - cotton yarn against PO ref #8371,Export Division,works_mgr_patel
MFG/24-25/500679,2025-02-12 18:58:00,Packing & Trims Purchase,Surat Textiles Hub Pvt Ltd,9848.38,0.0,Bill passing for packing & trims purchase against PO ref #1224,Stitching Unit 1,works_mgr_patel
MFG/24-25/EST-702557,2025-01-25 18:26:00,Machinery Repairs & Spares,Sub-contractor X (Unverified),866950.0,0.0,Estimated invoice booking ref #EST-86695,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/EST-701180,2024-06-10 10:36:00,Machinery Repairs & Spares,Sub-contractor X (Unverified),967240.0,0.0,Estimated invoice booking ref #EST-96724,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/511736,2024-07-12 19:49:00,Finished Goods Domestic Sales,Euro Fashion Brands,0.0,1719.5,Bill passing for finished goods domestic sales against PO ref #1747,Weaving Dept,works_mgr_patel
MFG/24-25/520373,2024-04-25 18:28:00,Dyeing & Printing Charges,Global Freight Forwarders,3015.44,0.0,Bill passing for dyeing & printing charges against PO ref #4299,Export Division,finance_head
MFG/24-25/DUP-800100,2024-12-17 12:20:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,203792.44,0.0,Purchase bill passed against invoice ref INV-SURAT-8049 (duplicate entry),Weaving Dept,accts_suresh
